title,author_info,rating,pros,cons,helpful
Great company to work for,"Aug 9, 2021 - Editorial Content Specialist in Paris",4,"- People are enabled to be creative and test their ideas - A culture based on continuous learning and innovative thinking - Great work environment (afterworks, laid-back attitude..) - Opportunities for evolution",- Working hours (but depends on the team and the role) - The salary for mid-senior positions (the starting salaries are pretty good though),Be the first to find this review helpful
Good company,"Aug 22, 2021 - QA Engineer in Pune",3,Nice work culture and work life balance,Very less salary as per market standards,Be the first to find this review helpful
A good company to work at,"Aug 7, 2021 - Junior Dot Net Developer in Birmingham, AL",5,"- professional people - salary is motivational - job safety - can transfer to other projects/technologies - advantages like: corporate discounts, all company products for free, free merchandise, cool events",- a bit extreme on social politics - lack of seniority can lead to disadvantages in trust or arguments,Be the first to find this review helpful
"Great work culture, but does not provide competitive salary","Aug 3, 2021 - Senior Programmer in Düsseldorf",4,Ubisoft has a good working culture and at least in my team no mandatory overtime. Good ideas are more important than hierarchy.,"Ubisoft pays below software industry standards. The team structures and organizations are sometimes quite chaotic, especially when it comes to cross-studio collaborations.",2 people found this review helpful
Go to Ubisoft only to make friends and experience,"Aug 23, 2021 - Development Tester (QA%2FQC)%2FGame Tester in Kiev, Kiev",2,Multiple and ordinary projects and most important people.,Strong bureaucracy and low compensation for the amount of work,Be the first to find this review helpful
Great company (even if yes not perfect),"Aug 4, 2021 - IT Manager in Montreal, QC",5,Very human centric and willing to progress due to all the non famous events hitting the gaming industry and the company Good leadership in general (In IT at least) Great work life balance,Very organic and chaotic sometimes (empowerment and freedom show their limit) Games pipeline is a bit repetitive and boring for a company that preaches innovation and creativity... we are followers in many cases,1 person found this review helpful
"Great culture, projects and people","Aug 8, 2021 - Software Engineer in Bucharest, Bucuresti",4,- great colleagues - great culture - nice projects - a lot to learn from projects and others - you're encouraged to take ownership,- sometimes it feels like there should be more transparency - if you want something you have to ask more than once sometimes,Be the first to find this review helpful
Satisfied employee,"Aug 7, 2021 - Anonymous Employee",5,"-interesting industry, young motivated people -new technology. its an interesting mix of arts and science. -people management","The problem is the fact that people in the industry and generally overworked, overstressed and underpaid.",Be the first to find this review helpful
Ubisoft will never change,"Sep 12, 2021 - Developer in Malmö, Skåne",1,Ubisoft was my entry to game dev. but I will never go back,"- I am ashamed of having had worked at Ubisoft. I witnessed and experienced coordinated harassment, and most of the abusers were promoted! - Ubisoft is without any doubt an organisation which is completely void of meaningful values. - I know of people whom tried to make Ubisoft better... they were given bad performance reviews and sometimes no work to do. - Everyone I know whom is still working at Ubisoft are actively looking for work elsewhere.",Be the first to find this review helpful
Great place to be part of,"Aug 7, 2021 - Junior Game Tester",4,1.I think it is one of the best place to work . 2.Great work life balanced environment.,1.Pay is somewhat less than industry standards. 2.No other cons as such,Be the first to find this review helpful
Ubisoft is a solid 4*,"Aug 3, 2021 - Associate Producer in Paris",4,"It’s a great place to work, there are better places (Riot, Google, etc.) and way worse (almost all the other French studios?). Overtime is paid (so we try to avoid it), the mood with coworkers is great. If you are a junior, you will learn great processes that will leverage you career.","It’s very hard to be fast tracked, even when you are a top talent. Which leads to a strong churn rate around 5-6 years of experience. Basically, Ubi is a great place to learn and to come back 10 years later with a VP/Director salary.",1 person found this review helpful
Good to Work,"Aug 4, 2021 - QA Engineer in Pune",5,"Work Life Balance, Friendly nature",Compensation is not that good,Be the first to find this review helpful
Nice.,"Aug 4, 2021 - Game Tester in Pune",5,One of the most employee friendly company.,Salary is less compared to the market standards.,Be the first to find this review helpful
Game dev company,"Aug 4, 2021 - Software Developer in Kiev, Kiev",4,"Ubisoft is a company with the strong legacy, established processes, stable salary. The company offers similar but no unique bonuses",Currently Kyiv studio experiences a lack of senior technical leads. As well as last years policy to hire and promote with stress on the social skill left a big dent in the company efficiency and competitiveness.,Be the first to find this review helpful
Amazing place to work,"Aug 4, 2021 - Game Tester",4,Chill environment Helpful leads Good benefits in terms of merch and policies Good goodies People are very approachable Good location Good work life balance,Less pay. If you are okay with getting average pay as per industry standard this is one of the best place to work,Be the first to find this review helpful
"Fun environment, but lack of progression","Aug 4, 2021 - Anonymous Employee in Bucharest, Bucuresti",4,It is a very chilled and fun environment. The HR department is very well developed that maintains a good space for working in all departments.,"Lack of progression. Many people are interested in working closer with games and learn about each process, but it is very hard to get to that point. The explanation you are given is to self-teach yourself, where in some countries there are not that many to none opportunities in that regards.",Be the first to find this review helpful
